version,version_id,name,star,use,own,use_rate,own_rate,collection,rank_class
v3.7(Phase I),16,Kujou Sara,4,11844,95295,12.4,97.0,-,b
v3.7(Phase I),16,Sayu,4,102,95270,0.1,97.0,-,f
v3.7(Phase I),16,Thoma,4,2441,94776,2.6,96.5,-,f
v3.7(Phase I),16,Chongyun,4,392,94572,0.4,96.3,-,f
v3.7(Phase I),16,Yanfei,4,3924,93979,4.2,95.7,-,f
v3.7(Phase I),16,Nahida,5,91865,93883,97.8,95.6,-,s1
v3.7(Phase I),16,Yun Jin,4,1604,93802,1.7,95.5,-,f
v3.7(Phase I),16,Shikanoin Heizou,4,56,91864,0.1,93.6,-,f
v3.7(Phase I),16,Gorou,4,1794,90305,2.0,92.0,-,f
v3.7(Phase I),16,Layla,4,2430,89514,2.7,91.2,-,f
v3.7(Phase I),16,Yaoyao,4,4073,86979,4.7,88.6,-,f
v3.7(Phase I),16,Candace,4,41,85662,0.1,87.2,-,f
v3.7(Phase I),16,Diluc,5,1987,85111,2.3,86.7,-,f
v3.7(Phase I),16,Raiden Shogun,5,46433,84887,54.7,86.5,-,s
v3.7(Phase I),16,Keqing,5,3987,84876,4.7,86.4,-,f
v3.7(Phase I),16,Mona,5,11975,84829,14.1,86.4,-,b
v3.7(Phase I),16,Jean,5,4523,84426,5.4,86.0,-,b
v3.7(Phase I),16,Qiqi,5,231,84223,0.3,85.8,-,f
v3.7(Phase I),16,Yelan,5,61009,83913,72.7,85.5,-,s1
v3.7(Phase I),16,Zhongli,5,54172,81409,66.5,82.9,-,s
v3.7(Phase I),16,Kaedehara Kazuha,5,66964,73649,90.9,75.0,-,s1
v3.7(Phase I),16,Ayaka,5,30370,67595,44.9,68.8,-,s
v3.7(Phase I),16,Mika,4,133,63569,0.2,64.7,-,f
v3.7(Phase I),16,Tighnari,5,5751,61613,9.3,62.7,-,b
v3.7(Phase I),16,Ganyu,5,7209,58921,12.2,60.0,-,b
v3.7(Phase I),16,Kaveh,4,301,58676,0.5,59.8,-,f
v3.7(Phase I),16,Kirara,4,2439,56405,4.3,57.4,-,f
v3.7(Phase I),16,Venti,5,10792,55862,19.3,56.9,-,b
v3.7(Phase I),16,Hu Tao,5,22960,55405,41.4,56.4,-,s
v3.7(Phase I),16,Yae Miko,5,15627,52720,29.6,53.7,-,a
v3.7(Phase I),16,Aloy,5,6,50792,0.1,51.7,-,f
v3.7(Phase I),16,Sangonomiya Kokomi,5,26007,46339,56.1,47.2,-,s
v3.7(Phase I),16,Yoimiya,5,8382,45226,18.5,46.1,-,b
v3.7(Phase I),16,Nilou,5,9585,44795,21.4,45.6,-,a
v3.7(Phase I),16,Shenhe,5,17292,39813,43.4,40.5,-,s
v3.7(Phase I),16,Tartaglia,5,8822,38145,23.1,38.8,-,a
v3.7(Phase I),16,Xiao,5,1562,33509,4.7,34.1,-,f
v3.7(Phase I),16,Kamisato Ayato,5,7747,32131,24.1,32.7,-,a
v3.7(Phase I),16,Alhaitham,5,12833,31363,40.9,31.9,-,s
v3.7(Phase I),16,Wanderer,5,4440,30188,14.7,30.7,-,b
v3.7(Phase I),16,Baizhu,5,15985,29888,53.5,30.4,-,s
v3.7(Phase I),16,Klee,5,2887,25141,11.5,25.6,-,b
v3.7(Phase I),16,Cyno,5,1760,21681,8.1,22.1,-,b
v3.7(Phase I),16,Arataki Itto,5,1773,21615,8.2,22.0,-,b
v3.7(Phase I),16,Albedo,5,1256,21271,5.9,21.7,-,b
v3.7(Phase I),16,Dehya,5,770,21076,3.7,21.5,-,f
v3.7(Phase I),16,Eula,5,598,19767,3.0,20.1,-,f
v3.7(Phase II),17,Lisa,4,28,81683,0.1,100.0,-,f
v3.7(Phase II),17,Kaeya,4,310,81683,0.4,100.0,-,f
v3.7(Phase II),17,Ambor,4,65,81683,0.1,100.0,-,f
v3.7(Phase II),17,Collei,4,513,81683,0.6,100.0,-,f
v3.7(Phase II),17,Barbara,4,2702,81683,3.3,100.0,-,f
v3.7(Phase II),17,Noelle,4,134,81683,0.2,100.0,-,f
v3.7(Phase II),17,Xiangling,4,58232,81683,71.4,100.0,-,s1
v3.7(Phase II),17,Ningguang,4,74,81025,0.1,99.9,-,f
v3.7(Phase II),17,Bennett,4,69574,81527,85.3,99.9,-,s1
v3.7(Phase II),17,Xingqiu,4,61189,81585,75.0,99.9,-,s1
v3.7(Phase II),17,Beidou,4,7234,80704,9.0,98.8,-,b
v3.7(Phase II),17,Dori,4,42,80600,0.1,98.7,-,f
v3.7(Phase II),17,Faruzan,4,4278,80006,5.3,97.9,-,b
v3.7(Phase II),17,Fischl,4,5061,79877,6.3,97.8,-,b
v3.7(Phase II),17,Kuki Shinobu,4,33966,79479,42.7,97.3,-,s
v3.7(Phase II),17,Sucrose,4,1089,79366,1.4,97.2,-,f
v3.7(Phase II),17,Rosaria,4,1351,79288,1.7,97.1,-,f
v3.7(Phase II),17,Shikanoin Heizou,4,60,79145,0.1,96.9,-,f
v3.7(Phase II),17,Sayu,4,47,78838,0.1,96.5,-,f
v3.7(Phase II),17,Kujou Sara,4,8663,78560,11.0,96.2,-,b
v3.7(Phase II),17,Diona,4,7923,78513,10.1,96.1,-,b
v3.7(Phase II),17,Razor,4,78,78026,0.1,95.5,-,f
v3.7(Phase II),17,Xinyan,4,12,77785,0.1,95.2,-,f
v3.7(Phase II),17,Yun Jin,4,1108,77542,1.4,94.9,-,f
v3.7(Phase II),17,Nahida,5,76489,77386,98.8,94.7,-,s1
v3.7(Phase II),17,Chongyun,4,141,77386,0.2,94.7,-,f
v3.7(Phase II),17,Thoma,4,1398,77190,1.8,94.5,-,f
v3.7(Phase II),17,Yaoyao,4,2825,76522,3.7,93.7,-,f
v3.7(Phase II),17,Yanfei,4,2065,76251,2.7,93.3,-,f
v3.7(Phase II),17,Kaedehara Kazuha,5,69579,75630,92.0,92.6,-,s1
v3.7(Phase II),17,Layla,4,1660,74489,2.2,91.2,-,f
v3.7(Phase II),17,Gorou,4,1183,73269,1.6,89.7,-,f
v3.7(Phase II),17,Candace,4,33,70734,0.1,86.6,-,f
v3.7(Phase II),17,Diluc,5,1329,69092,1.9,84.6,-,f
v3.7(Phase II),17,Raiden Shogun,5,36531,68497,53.3,83.9,-,s
v3.7(Phase II),17,Jean,5,4404,68477,6.4,83.8,-,b
v3.7(Phase II),17,Mona,5,10208,68444,14.9,83.8,-,b
v3.7(Phase II),17,Keqing,5,3249,68384,4.8,83.7,-,f
v3.7(Phase II),17,Qiqi,5,126,68184,0.2,83.5,-,f
v3.7(Phase II),17,Yelan,5,46118,68171,67.7,83.5,-,s
v3.7(Phase II),17,Zhongli,5,39053,62094,62.9,76.0,-,s
v3.7(Phase II),17,Mika,4,102,52359,0.2,64.1,-,f
v3.7(Phase II),17,Ayaka,5,23994,52183,46.0,63.9,-,s
v3.7(Phase II),17,Tighnari,5,2914,51546,5.7,63.1,-,b
v3.7(Phase II),17,Kirara,4,2417,48439,5.0,59.3,-,b
v3.7(Phase II),17,Kaveh,4,250,48070,0.5,58.8,-,f
v3.7(Phase II),17,Ganyu,5,4484,43718,10.3,53.5,-,b
v3.7(Phase II),17,Hu Tao,5,16041,42377,37.9,51.9,-,s
v3.7(Phase II),17,Venti,5,5694,41647,13.7,51.0,-,b
v3.7(Phase II),17,Yae Miko,5,11668,41060,28.4,50.3,-,a
v3.7(Phase II),17,Aloy,5,4,35624,0.1,43.6,-,f
v3.7(Phase II),17,Yoimiya,5,4037,34753,11.6,42.5,-,b
v3.7(Phase II),17,Sangonomiya Kokomi,5,17250,32452,53.2,39.7,-,s
v3.7(Phase II),17,Nilou,5,5161,32127,16.1,39.3,-,b
v3.7(Phase II),17,Alhaitham,5,10504,31811,33.0,38.9,-,a
v3.7(Phase II),17,Tartaglia,5,8122,30097,27.0,36.8,-,a
v3.7(Phase II),17,Shenhe,5,13366,28845,46.3,35.3,-,s
v3.7(Phase II),17,Xiao,5,1332,26304,5.1,32.2,-,b
v3.7(Phase II),17,Kamisato Ayato,5,5775,24186,23.9,29.6,-,a
v3.7(Phase II),17,Wanderer,5,3581,23693,15.1,29.0,-,b
v3.7(Phase II),17,Baizhu,5,11385,22516,50.6,27.6,-,s
v3.7(Phase II),17,Dehya,5,345,19455,1.8,23.8,-,f
v3.7(Phase II),17,Klee,5,1575,17388,9.1,21.3,-,b
v3.7(Phase II),17,Cyno,5,1031,17156,6.0,21.0,-,b
v3.7(Phase II),17,Arataki Itto,5,1132,16011,7.1,19.6,-,b
v3.7(Phase II),17,Albedo,5,850,15153,5.6,18.6,-,b
v3.7(Phase II),17,Eula,5,449,13062,3.4,16.0,-,f
v3.7(Phase III),18,Lisa,4,25,63367,0.1,100.0,-,f
v3.7(Phase III),18,Kaeya,4,271,63367,0.4,100.0,-,f
v3.7(Phase III),18,Ambor,4,42,63367,0.1,100.0,-,f
v3.7(Phase III),18,Collei,4,305,63367,0.5,100.0,-,f
v3.7(Phase III),18,Barbara,4,2288,63367,3.6,100.0,-,f
v3.7(Phase III),18,Noelle,4,95,63367,0.2,100.0,-,f
v3.7(Phase III),18,Xiangling,4,45933,63367,72.6,100.0,-,s1
v3.7(Phase III),18,Ningguang,4,52,62801,0.1,99.9,-,f
v3.7(Phase III),18,Bennett,4,53094,63135,84.1,99.9,-,s1
v3.7(Phase III),18,Xingqiu,4,48858,63297,77.2,99.9,-,s1
v3.7(Phase III),18,Beidou,4,7154,62633,11.4,98.8,-,b
v3.7(Phase III),18,Dori,4,45,62584,0.1,98.8,-,f
v3.7(Phase III),18,Faruzan,4,3515,62117,5.7,98.0,-,b
v3.7(Phase III),18,Shikanoin Heizou,4,62,61791,0.1,97.5,-,f
v3.7(Phase III),18,Kuki Shinobu,4,28490,61721,46.2,97.4,-,s
v3.7(Phase III),18,Fischl,4,4011,61660,6.5,97.3,-,b
v3.7(Phase III),18,Sucrose,4,614,61289,1.0,96.7,-,f
v3.7(Phase III),18,Rosaria,4,963,61250,1.6,96.7,-,f
v3.7(Phase III),18,Sayu,4,36,60922,0.1,96.1,-,f
v3.7(Phase III),18,Kujou Sara,4,5752,60770,9.5,95.9,-,b
v3.7(Phase III),18,Diona,4,6270,60692,10.3,95.8,-,b
v3.7(Phase III),18,Kaedehara Kazuha,5,56091,60344,93.0,95.2,-,s1
v3.7(Phase III),18,Yaoyao,4,2247,60279,3.7,95.1,-,f
v3.7(Phase III),18,Xinyan,4,6,60175,0.1,95.0,-,f
v3.7(Phase III),18,Yun Jin,4,728,59977,1.2,94.7,-,f
v3.7(Phase III),18,Razor,4,52,59918,0.1,94.6,-,f
v3.7(Phase III),18,Thoma,4,943,59679,1.6,94.2,-,f
v3.7(Phase III),18,Chongyun,4,130,59676,0.2,94.2,-,f
v3.7(Phase III),18,Nahida,5,58901,59625,98.8,94.1,-,s1
v3.7(Phase III),18,Yanfei,4,1342,58683,2.3,92.6,-,f
v3.7(Phase III),18,Layla,4,1370,58099,2.4,91.7,-,f
v3.7(Phase III),18,Gorou,4,848,56613,1.5,89.3,-,f
v3.7(Phase III),18,Candace,4,41,55023,0.1,86.8,-,f
v3.7(Phase III),18,Keqing,5,2535,52571,4.8,83.0,-,f
v3.7(Phase III),18,Diluc,5,1127,52547,2.1,82.9,-,f
v3.7(Phase III),18,Jean,5,2912,52401,5.6,82.7,-,b
v3.7(Phase III),18,Mona,5,8151,52418,15.5,82.7,-,b
v3.7(Phase III),18,Qiqi,5,90,52257,0.2,82.5,-,f
v3.7(Phase III),18,Yelan,5,34231,51912,65.9,81.9,-,s
v3.7(Phase III),18,Raiden Shogun,5,28625,51848,55.2,81.8,-,s
v3.7(Phase III),18,Zhongli,5,28203,45926,61.4,72.5,-,s
v3.7(Phase III),18,Mika,4,136,41459,0.3,65.4,-,f
v3.7(Phase III),18,Tighnari,5,1820,40335,4.5,63.7,-,f
v3.7(Phase III),18,Ayaka,5,17690,39397,44.9,62.2,-,s
v3.7(Phase III),18,Kaveh,4,233,37753,0.6,59.6,-,f
v3.7(Phase III),18,Kirara,4,1928,37650,5.1,59.4,-,b
v3.7(Phase III),18,Ganyu,5,3113,32149,9.7,50.7,-,b
v3.7(Phase III),18,Hu Tao,5,11382,31519,36.1,49.7,-,s
v3.7(Phase III),18,Yae Miko,5,9292,30667,30.3,48.4,-,a
v3.7(Phase III),18,Venti,5,3317,30405,10.9,48.0,-,b
v3.7(Phase III),18,Alhaitham,5,8496,26998,31.5,42.6,-,a
v3.7(Phase III),18,Yoimiya,5,2715,26340,10.3,41.6,-,b
v3.7(Phase III),18,Aloy,5,4,25006,0.1,39.5,-,f
v3.7(Phase III),18,Nilou,5,3449,23685,14.6,37.4,-,b
v3.7(Phase III),18,Sangonomiya Kokomi,5,11612,23087,50.3,36.4,-,s
v3.7(Phase III),18,Tartaglia,5,6485,22973,28.2,36.3,-,a
v3.7(Phase III),18,Shenhe,5,9458,21439,44.1,33.8,-,s
v3.7(Phase III),18,Xiao,5,1034,19933,5.2,31.5,-,b
v3.7(Phase III),18,Wanderer,5,2913,18008,16.2,28.4,-,b
v3.7(Phase III),18,Kamisato Ayato,5,4546,17990,25.3,28.4,-,a
v3.7(Phase III),18,Baizhu,5,9211,17331,53.2,27.4,-,s
v3.7(Phase III),18,Dehya,5,289,16548,1.8,26.1,-,f
v3.7(Phase III),18,Cyno,5,831,13223,6.3,20.9,-,b
v3.7(Phase III),18,Klee,5,1131,12418,9.1,19.6,-,b
v3.7(Phase III),18,Arataki Itto,5,819,11869,6.9,18.7,-,b
v3.7(Phase III),18,Albedo,5,696,10827,6.4,17.1,-,b
v3.7(Phase III),18,Eula,5,333,9056,3.7,14.3,-,f
v3.8(Phase I),19,Lisa,4,51,84534,0.1,100.0,-,f
v3.8(Phase I),19,Kaeya,4,348,84534,0.4,100.0,-,f
v3.8(Phase I),19,Ambor,4,10,84534,0.1,100.0,-,f
v3.8(Phase I),19,Collei,4,1076,84534,1.3,100.0,-,f
v3.8(Phase I),19,Barbara,4,8227,84534,9.7,100.0,-,b
v3.8(Phase I),19,Noelle,4,121,84534,0.1,100.0,-,f
v3.8(Phase I),19,Xiangling,4,38607,84534,45.7,100.0,-,s
v3.8(Phase I),19,Bennett,4,54389,84240,64.6,99.9,-,s
v3.8(Phase I),19,Xingqiu,4,53786,84426,63.7,99.9,-,s
v3.8(Phase I),19,Ningguang,4,57,83720,0.1,99.0,-,f
v3.8(Phase I),19,Dori,4,66,83720,0.1,99.0,-,f
v3.8(Phase I),19,Beidou,4,1894,83320,2.3,98.6,-,f
v3.8(Phase I),19,Faruzan,4,4044,82973,4.9,98.2,-,f
v3.8(Phase I),19,Shikanoin Heizou,4,44,82636,0.1,97.8,-,f
v3.8(Phase I),19,Fischl,4,5351,82453,6.5,97.5,-,b
v3.8(Phase I),19,Kuki Shinobu,4,39244,82175,47.8,97.2,-,s
v3.8(Phase I),19,Sucrose,4,557,81880,0.7,96.9,-,f
v3.8(Phase I),19,Layla,4,1730,81954,2.1,96.9,-,f
v3.8(Phase I),19,Rosaria,4,1908,81537,2.3,96.5,-,f
v3.8(Phase I),19,Sayu,4,63,81028,0.1,95.9,-,f
v3.8(Phase I),19,Razor,4,16,81013,0.1,95.8,-,f
v3.8(Phase I),19,Thoma,4,511,80812,0.6,95.6,-,f
v3.8(Phase I),19,Kujou Sara,4,3735,80723,4.6,95.5,-,f
v3.8(Phase I),19,Diona,4,7912,80754,9.8,95.5,-,b
v3.8(Phase I),19,Yaoyao,4,6826,80534,8.5,95.3,-,b
v3.8(Phase I),19,Kaedehara Kazuha,5,65127,80501,80.9,95.2,-,s1
v3.8(Phase I),19,Xinyan,4,6,80340,0.1,95.0,-,f
v3.8(Phase I),19,Yun Jin,4,905,80234,1.1,94.9,-,f
v3.8(Phase I),19,Chongyun,4,72,79960,0.1,94.6,-,f
v3.8(Phase I),19,Nahida,5,71971,78941,91.2,93.4,-,s1
v3.8(Phase I),19,Yanfei,4,113,78391,0.1,92.7,-,f
v3.8(Phase I),19,Gorou,4,907,75782,1.2,89.6,-,f
v3.8(Phase I),19,Candace,4,56,73511,0.1,87.0,-,f
v3.8(Phase I),19,Diluc,5,285,70304,0.4,83.2,-,f
v3.8(Phase I),19,Mona,5,10954,70274,15.6,83.1,-,b
v3.8(Phase I),19,Keqing,5,2826,70163,4.0,83.0,-,f
v3.8(Phase I),19,Jean,5,1487,69891,2.1,82.7,-,f
v3.8(Phase I),19,Qiqi,5,250,69675,0.4,82.4,-,f
v3.8(Phase I),19,Yelan,5,48484,68388,70.9,80.9,-,s1
v3.8(Phase I),19,Raiden Shogun,5,38529,67473,57.1,79.8,-,s
v3.8(Phase I),19,Mika,4,317,61375,0.5,72.6,-,f
v3.8(Phase I),19,Zhongli,5,31722,61412,51.7,72.6,-,s
v3.8(Phase I),19,Tighnari,5,6388,54206,11.8,64.1,-,b
v3.8(Phase I),19,Ayaka,5,21190,51979,40.8,61.5,-,s
v3.8(Phase I),19,Kaveh,4,558,50936,1.1,60.3,-,f
v3.8(Phase I),19,Kirara,4,1981,50448,3.9,59.7,-,f
v3.8(Phase I),19,Ganyu,5,3787,42427,8.9,50.2,-,b
v3.8(Phase I),19,Hu Tao,5,9215,41259,22.3,48.8,-,a
v3.8(Phase I),19,Yae Miko,5,16402,41208,39.8,48.7,-,s
v3.8(Phase I),19,Venti,5,2813,39935,7.0,47.2,-,b
v3.8(Phase I),19,Alhaitham,5,24856,38334,64.8,45.3,-,s
v3.8(Phase I),19,Yoimiya,5,1704,34908,4.9,41.3,-,f
v3.8(Phase I),19,Aloy,5,6,33966,0.1,40.2,-,f
v3.8(Phase I),19,Nilou,5,21287,33890,62.8,40.1,-,s
v3.8(Phase I),19,Tartaglia,5,15446,32559,47.4,38.5,-,s
v3.8(Phase I),19,Sangonomiya Kokomi,5,24991,32083,77.9,38.0,-,s1
v3.8(Phase I),19,Shenhe,5,11058,27474,40.2,32.5,-,s
v3.8(Phase I),19,Xiao,5,1189,26467,4.5,31.3,-,f
v3.8(Phase I),19,Kamisato Ayato,5,8574,24767,34.6,29.3,-,a
v3.8(Phase I),19,Wanderer,5,3323,24267,13.7,28.7,-,b
v3.8(Phase I),19,Dehya,5,220,23166,1.0,27.4,-,f
v3.8(Phase I),19,Baizhu,5,13655,22996,59.4,27.2,-,s
v3.8(Phase I),19,Klee,5,476,21372,2.2,25.3,-,f
v3.8(Phase I),19,Eula,5,1630,18092,9.0,21.4,-,b
v3.8(Phase I),19,Cyno,5,1728,17784,9.7,21.0,-,b
v3.8(Phase I),19,Arataki Itto,5,832,15688,5.3,18.6,-,b
v3.8(Phase I),19,Albedo,5,523,14695,3.6,17.4,-,f
v3.8(Phase II),20,Lisa,4,22,81339,0.1,100.0,-,f
v3.8(Phase II),20,Kaeya,4,393,81339,0.5,100.0,-,f
v3.8(Phase II),20,Ambor,4,10,81339,0.1,100.0,-,f
v3.8(Phase II),20,Collei,4,946,81339,1.2,100.0,-,f
v3.8(Phase II),20,Barbara,4,4962,81339,6.1,100.0,-,b
v3.8(Phase II),20,Noelle,4,118,81339,0.1,100.0,-,f
v3.8(Phase II),20,Xiangling,4,34005,81339,41.9,100.0,-,s
v3.8(Phase II),20,Bennett,4,51710,80795,64.0,99.9,-,s
v3.8(Phase II),20,Xingqiu,4,51793,80976,64.0,99.9,-,s
v3.8(Phase II),20,Ningguang,4,39,80112,0.1,98.5,-,f
v3.8(Phase II),20,Dori,4,75,80102,0.1,98.5,-,f
v3.8(Phase II),20,Layla,4,2868,79866,3.6,98.2,-,f
v3.8(Phase II),20,Rosaria,4,2288,79787,2.9,98.1,-,f
v3.8(Phase II),20,Faruzan,4,10009,79739,12.6,98.0,-,b
v3.8(Phase II),20,Beidou,4,1474,79668,1.9,97.9,-,f
v3.8(Phase II),20,Shikanoin Heizou,4,78,79392,0.1,97.6,-,f
v3.8(Phase II),20,Kuki Shinobu,4,39723,78975,50.3,97.1,-,s
v3.8(Phase II),20,Fischl,4,4772,78777,6.1,96.9,-,b
v3.8(Phase II),20,Sucrose,4,595,78396,0.8,96.4,-,f
v3.8(Phase II),20,Yanfei,4,142,77863,0.2,95.7,-,f
v3.8(Phase II),20,Diona,4,7155,77372,9.2,95.1,-,b
v3.8(Phase II),20,Thoma,4,661,77235,0.9,95.0,-,f
v3.8(Phase II),20,Razor,4,31,77281,0.1,95.0,-,f
v3.8(Phase II),20,Sayu,4,45,77152,0.1,94.9,-,f
v3.8(Phase II),20,Yaoyao,4,5179,77209,6.7,94.9,-,b
v3.8(Phase II),20,Yun Jin,4,792,76828,1.0,94.5,-,f
v3.8(Phase II),20,Kaedehara Kazuha,5,62725,76723,81.8,94.3,-,s1
v3.8(Phase II),20,Kujou Sara,4,2829,76573,3.7,94.1,-,f
v3.8(Phase II),20,Xinyan,4,0,76555,0.1,94.1,-,f
v3.8(Phase II),20,Chongyun,4,138,76260,0.2,93.8,-,f
v3.8(Phase II),20,Nahida,5,67122,74389,90.2,91.5,-,s1
v3.8(Phase II),20,Gorou,4,673,72266,0.9,88.8,-,f
v3.8(Phase II),20,Candace,4,47,70692,0.1,86.9,-,f
v3.8(Phase II),20,Mona,5,8782,66693,13.2,82.0,-,b
v3.8(Phase II),20,Keqing,5,2602,66588,3.9,81.9,-,f
v3.8(Phase II),20,Diluc,5,278,66567,0.4,81.8,-,f
v3.8(Phase II),20,Qiqi,5,333,66391,0.5,81.6,-,f
v3.8(Phase II),20,Jean,5,1222,66203,1.8,81.4,-,f
v3.8(Phase II),20,Yelan,5,43279,62112,69.7,76.4,-,s
v3.8(Phase II),20,Raiden Shogun,5,32743,61800,53.0,76.0,-,s
v3.8(Phase II),20,Mika,4,377,60649,0.6,74.6,-,f
v3.8(Phase II),20,Zhongli,5,27329,55891,48.9,68.7,-,s
v3.8(Phase II),20,Tighnari,5,5474,52435,10.4,64.5,-,b
v3.8(Phase II),20,Kaveh,4,524,49811,1.1,61.2,-,f
v3.8(Phase II),20,Ayaka,5,23714,49454,48.0,60.8,-,s
v3.8(Phase II),20,Kirara,4,1371,48054,2.9,59.1,-,f
v3.8(Phase II),20,Sangonomiya Kokomi,5,33425,45370,73.7,55.8,-,s1
v3.8(Phase II),20,Ganyu,5,4626,38132,12.1,46.9,-,b
v3.8(Phase II),20,Hu Tao,5,7656,37828,20.2,46.5,-,a
v3.8(Phase II),20,Yae Miko,5,13507,36441,37.1,44.8,-,s
v3.8(Phase II),20,Venti,5,2435,36347,6.7,44.7,-,b
v3.8(Phase II),20,Alhaitham,5,24169,35674,67.8,43.9,-,s
v3.8(Phase II),20,Wanderer,5,8312,32565,25.5,40.0,-,a
v3.8(Phase II),20,Yoimiya,5,1429,31762,4.5,39.0,-,f
v3.8(Phase II),20,Tartaglia,5,14140,29550,47.9,36.3,-,s
v3.8(Phase II),20,Aloy,5,10,29471,0.1,36.2,-,f
v3.8(Phase II),20,Nilou,5,16174,29226,55.3,35.9,-,s
v3.8(Phase II),20,Xiao,5,2231,26568,8.4,32.7,-,b
v3.8(Phase II),20,Shenhe,5,12949,25564,50.7,31.4,-,s
v3.8(Phase II),20,Dehya,5,243,24533,1.0,30.2,-,f
v3.8(Phase II),20,Kamisato Ayato,5,7404,22520,32.9,27.7,-,a
v3.8(Phase II),20,Baizhu,5,10253,20303,50.5,25.0,-,s
v3.8(Phase II),20,Klee,5,358,19995,1.8,24.6,-,f
v3.8(Phase II),20,Cyno,5,1458,17094,8.5,21.0,-,b
v3.8(Phase II),20,Eula,5,1160,16282,7.1,20.0,-,b
v3.8(Phase II),20,Arataki Itto,5,607,14358,4.2,17.7,-,f
v3.8(Phase II),20,Albedo,5,426,12927,3.3,15.9,-,f
v4.0(Phase I),21,Lisa,4,27,98091,0.1,100.0,-,f
v4.0(Phase I),21,Kaeya,4,309,98091,0.3,100.0,-,f
v4.0(Phase I),21,Ambor,4,27,98091,0.1,100.0,-,f
v4.0(Phase I),21,Collei,4,654,98091,0.7,100.0,-,f
v4.0(Phase I),21,Bennett,4,79221,98055,80.8,100.0,-,s1
v4.0(Phase I),21,Barbara,4,4080,98091,4.2,100.0,-,f
v4.0(Phase I),21,Noelle,4,138,98091,0.1,100.0,-,f
v4.0(Phase I),21,Xiangling,4,57231,98091,58.4,100.0,-,s
v4.0(Phase I),21,Lynette,4,621,97680,0.6,99.9,-,f
v4.0(Phase I),21,Layla,4,4464,97215,4.6,99.9,-,f
v4.0(Phase I),21,Xingqiu,4,69603,97677,71.3,99.9,-,s1
v4.0(Phase I),21,Faruzan,4,10557,96684,10.9,98.6,-,b
v4.0(Phase I),21,Dori,4,45,96579,0.1,98.5,-,f
v4.0(Phase I),21,Ningguang,4,69,96552,0.1,98.4,-,f
v4.0(Phase I),21,Beidou,4,2706,96189,2.8,98.1,-,f
v4.0(Phase I),21,Rosaria,4,1344,96186,1.4,98.1,-,f
v4.0(Phase I),21,Shikanoin Heizou,4,60,95886,0.1,97.8,-,f
v4.0(Phase I),21,Kuki Shinobu,4,47613,95340,49.9,97.2,-,s
v4.0(Phase I),21,Fischl,4,5001,94956,5.3,96.8,-,b
v4.0(Phase I),21,Yun Jin,4,1344,94548,1.4,96.4,-,f
v4.0(Phase I),21,Sucrose,4,804,94587,0.9,96.4,-,f
v4.0(Phase I),21,Yanfei,4,504,94194,0.5,96.0,-,f
v4.0(Phase I),21,Yaoyao,4,3456,93738,3.7,95.6,-,f
v4.0(Phase I),21,Razor,4,45,93534,0.1,95.4,-,f
v4.0(Phase I),21,Diona,4,4137,93381,4.4,95.2,-,f
v4.0(Phase I),21,Sayu,4,42,93162,0.1,95.0,-,f
v4.0(Phase I),21,Kujou Sara,4,5163,92616,5.6,94.4,-,b
v4.0(Phase I),21,Thoma,4,1029,92631,1.1,94.4,-,f
v4.0(Phase I),21,Chongyun,4,63,92352,0.1,94.1,-,f
v4.0(Phase I),21,Xinyan,4,17,92226,0.1,94.0,-,f
v4.0(Phase I),21,Kaedehara Kazuha,5,71097,91416,77.8,93.2,-,s1
v4.0(Phase I),21,Nahida,5,70092,89529,78.3,91.3,-,s1
v4.0(Phase I),21,Gorou,4,957,87060,1.1,88.8,-,f
v4.0(Phase I),21,Yelan,5,69018,85743,80.5,87.4,-,s1
v4.0(Phase I),21,Candace,4,57,85428,0.1,87.1,-,f
v4.0(Phase I),21,Keqing,5,3258,81378,4.0,83.0,-,f
v4.0(Phase I),21,Diluc,5,732,81315,0.9,82.9,-,f
v4.0(Phase I),21,Qiqi,5,240,80964,0.3,82.5,-,f
v4.0(Phase I),21,Mona,5,9339,80934,11.5,82.5,-,b
v4.0(Phase I),21,Jean,5,1560,80739,1.9,82.3,-,f
v4.0(Phase I),21,Raiden Shogun,5,46650,75021,62.2,76.5,-,s
v4.0(Phase I),21,Mika,4,378,73869,0.5,75.3,-,f
v4.0(Phase I),21,Zhongli,5,40980,66303,61.8,67.6,-,s
v4.0(Phase I),21,Tighnari,5,4446,65436,6.8,66.7,-,b
v4.0(Phase I),21,Kaveh,4,222,61698,0.4,62.9,-,f
v4.0(Phase I),21,Kirara,4,1266,60681,2.1,61.9,-,f
v4.0(Phase I),21,Ayaka,5,15729,57258,27.5,58.4,-,a
v4.0(Phase I),21,Sangonomiya Kokomi,5,36714,56034,65.5,57.1,-,s
v4.0(Phase I),21,Ganyu,5,2802,46500,6.0,47.4,-,b
v4.0(Phase I),21,Hu Tao,5,16521,46134,35.8,47.0,-,s
v4.0(Phase I),21,Venti,5,2334,44112,5.3,45.0,-,b
v4.0(Phase I),21,Yae Miko,5,12168,43938,27.7,44.8,-,a
v4.0(Phase I),21,Alhaitham,5,20511,40791,50.3,41.6,-,s
v4.0(Phase I),21,Wanderer,5,10209,39615,25.8,40.4,-,a
v4.0(Phase I),21,Yoimiya,5,4065,37947,10.7,38.7,-,b
